Sample,SampleName,AT1G22630,AT1G22620,AT1G22610,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqueMappedRatio,ReleaseDate
SRX1705075,Control; 18 h; Biological replicate 1.,61.51,40.03,0,leaves,Col-0,--,Control; 18 h.,PRJNA315516,29779380,0.9264,4/21/2016
SRX1705076,Control; 18 h; Biological replicate 2.,76.59,37.24,0,leaves,Col-0,--,Control; 18 h.,PRJNA315516,14154575,0.9276,4/21/2016
SRX1705077,Control; 18 h; Biological replicate 3.,81.58,39.45,0,leaves,Col-0,--,Control; 18 h.,PRJNA315516,15223208,0.9231,4/21/2016
SRX1705078,Control; 6 h; Biological replicate 1.,50.61,31.43,0,leaves,Col-0,--,Mock,PRJNA315516,13849237,0.9087,4/21/2016
SRX1705079,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 1",75.96,33.84,0,leaves,Col-0,--,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation.",PRJNA315516,10649006,0.8359,4/21/2016
SRX1705080,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 2",77.64,37.46,0,leaves,Col-0,--,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation.",PRJNA315516,15900290,0.852,4/21/2016
SRX1705081,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation; Biological replicate 3",72.53,34.44,0,leaves,Col-0,--,"B.cinerea main treatment, drought pre-treatment; 18 h after innoculation.",PRJNA315516,13602346,0.8519,4/21/2016
SRX1705091,Mock for B.cinerea main treatment; 18 h; Biological replicate 1.,73.91,36.52,0,leaves,Col-0,--,Mock,PRJNA315516,19751233,0.9195,4/21/2016
SRX1705092,Mock for B.cinerea main treatment; 18 h; Biological replicate 2.,79.36,36.98,0,leaves,Col-0,--,Mock,PRJNA315516,13048209,0.9196,4/21/2016
SRX1705093,Mock for B.cinerea main treatment; 18 h; Biological replicate 3.,68.07,34.81,0,leaves,Col-0,--,Mock,PRJNA315516,16855796,0.8891,4/21/2016
SRX1705094,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 1",75.94,31.29,0,leaves,Col-0,--,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation.",PRJNA315516,10303377,0.8659,4/21/2016
SRX1705095,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 2",66.15,35.9,0,leaves,Col-0,--,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation.",PRJNA315516,20747292,0.8644,4/21/2016
SRX1705096,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation; Biological replicate 3",79.4,33.05,0,leaves,Col-0,--,"B.cinerea main treatment, P.rapae pre-treatment; 18 h after innoculation.",PRJNA315516,11129004,0.852,4/21/2016
SRX1705097,B.cinerea main treatment; 24 h after innoculation; Biological replicate 1,71.83,24.04,0,leaves,Col-0,--,B.cinerea main 24h,PRJNA315516,11952699,0.8708,4/21/2016
SRX1705106,Control; 6 h; Biological replicate 2.,58.93,28.63,0,leaves,Col-0,--,Mock,PRJNA315516,11631032,0.9172,4/21/2016
SRX1705107,B.cinerea main treatment; 24 h after innoculation; Biological replicate 2,68.5,26.24,0,leaves,Col-0,--,B.cinerea main 24h,PRJNA315516,13008043,0.8848,4/21/2016
SRX1705108,B.cinerea main treatment; 24 h after innoculation; Biological replicate 3,68.11,24.73,0,leaves,Col-0,--,B.cinerea main 24h,PRJNA315516,15587805,0.8538,4/21/2016
SRX1705109,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation; Biological replicate 1.",49.17,25.07,0,leaves,Col-0,--,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation.",PRJNA315516,11679816,0.919,4/21/2016
SRX1705110,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation; Biological replicate 2.",52.35,26.1,0,leaves,Col-0,--,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation.",PRJNA315516,16411237,0.908,4/21/2016
SRX1705112,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation; Biological replicate 3.",46.55,25.28,0,leaves,Col-0,--,"P.rapae main treatment, B.cinerea pre-treatment; 24 h after infestation.",PRJNA315516,15318053,0.9249,4/21/2016
SRX1705113,Control; 24 h; Biological replicate 1.,51.31,26.8,0,leaves,Col-0,--,Control; 24 h.,PRJNA315516,15085586,0.9154,4/21/2016
SRX1705114,Control; 24 h; Biological replicate 2.,67.28,26.51,0,leaves,Col-0,--,Control; 24 h.,PRJNA315516,10222208,0.9014,4/21/2016
SRX1705115,Control; 24 h; Biological replicate 3.,54.73,25.83,0,leaves,Col-0,--,Control; 24 h.,PRJNA315516,14665657,0.919,4/21/2016
SRX1705116,"P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 1",47.16,31.24,0,leaves,Col-0,--,"P.rapae main treatment, drought pre-treatment; 24 h after infestation.",PRJNA315516,20724914,0.9171,4/21/2016
SRX1705117,"P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 2",55.51,25.78,0,leaves,Col-0,--,"P.rapae main treatment, drought pre-treatment; 24 h after infestation.",PRJNA315516,13862657,0.9192,4/21/2016
SRX1705120,Control; 6 h; Biological replicate 3.,55.43,31.74,0,leaves,Col-0,--,Mock,PRJNA315516,17540303,0.9276,4/21/2016
SRX1705121,"P.rapae main treatment, drought pre-treatment; 24 h after infestation; Biological replicate 3",51.04,26.35,0,leaves,Col-0,--,"P.rapae main treatment, drought pre-treatment; 24 h after infestation.",PRJNA315516,17236841,0.9223,4/21/2016
SRX1705122,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 1",67.45,25.46,0,leaves,Col-0,--,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation.",PRJNA315516,17506263,0.8096,4/21/2016
SRX1705123,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 2",71.02,25.76,0,leaves,Col-0,--,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation.",PRJNA315516,12526161,0.854,4/21/2016
SRX1705124,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation; Biological replicate 3",61.04,27.95,0,leaves,Col-0,--,"B.cinerea main treatment, drought pre-treatment; 24 h after innoculation.",PRJNA315516,17182708,0.8539,4/21/2016
SRX1705125,Mock for B.cinerea pre-treatment; 24 h; Biological replicate 1.,69.13,25.61,0,leaves,Col-0,--,Mock for B.cinerea pre-treatment; 24 h.,PRJNA315516,11669771,0.9152,4/21/2016
SRX1705126,Mock for B.cinerea pre-treatment; 24 h; Biological replicate 2.,70.24,25.02,0,leaves,Col-0,--,Mock for B.cinerea pre-treatment; 24 h.,PRJNA315516,10312676,0.9174,4/21/2016
SRX1705127,Mock for B.cinerea pre-treatment; 24 h; Biological replicate 3.,62.55,28.12,0,leaves,Col-0,--,Mock for B.cinerea pre-treatment; 24 h.,PRJNA315516,19006210,0.9168,4/21/2016
SRX1705128,Mock for B.cinerea main treatment; 24 h; Biological replicate 1.,77.46,28.05,0,leaves,Col-0,--,Mock,PRJNA315516,13859067,0.9156,4/21/2016
SRX1705129,Mock for B.cinerea main treatment; 24 h; Biological replicate 2.,81.68,27.28,0,leaves,Col-0,--,Mock,PRJNA315516,15123768,0.8942,4/21/2016
SRX1705130,Mock for B.cinerea main treatment; 24 h; Biological replicate 3.,87.87,25.75,0,leaves,Col-0,--,Mock,PRJNA315516,12104641,0.9018,4/21/2016
SRX1705131,"P.rapae main treatment, drought pre-treatment; 6 h after infestation; Biological replicate 1",44.6,30.93,0,leaves,Col-0,--,"P.rapae main treatment, drought pre-treatment; 6 h after infestation.",PRJNA315516,23454389,0.9147,4/21/2016
SRX1705132,P.rapae main treatment; 24 h after infestation; Biological replicate 1,48.58,26.91,0,leaves,Col-0,--,P.rapae main treatment; 24 h after infestation.,PRJNA315516,15013568,0.9184,4/21/2016
SRX1705133,P.rapae main treatment; 24 h after infestation; Biological replicate 2,47.86,30.6,0,leaves,Col-0,--,P.rapae main treatment; 24 h after infestation.,PRJNA315516,20385360,0.9105,4/21/2016
SRX1705134,P.rapae main treatment; 24 h after infestation; Biological replicate 3,49.7,28.13,0,leaves,Col-0,--,P.rapae main treatment; 24 h after infestation.,PRJNA315516,14640701,0.9263,4/21/2016
SRX1705135,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 1",70.39,24.23,0,leaves,Col-0,--,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation.",PRJNA315516,10470810,0.8652,4/21/2016
SRX1705136,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 2",70.6,23.66,0,leaves,Col-0,--,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation.",PRJNA315516,13593241,0.8608,4/21/2016
SRX1705137,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 3",52.4,27.81,0,leaves,Col-0,--,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation.",PRJNA315516,17430727,0.8662,4/21/2016
SRX170851,Col-0 repl1,44.01,3.21,55.15,seedlings,Col-0,wild type,Mock,PRJNA171024,21285454,0.1247,7/22/2015
SRX170860,Col-0 repl2,0,2.7,58.36,seedlings,Col-0,wild type,Mock,PRJNA171024,21316690,0.1151,7/22/2015
SRX170871,Col-0_gda repl1,27.38,2.2,50.09,seedlings,Col-0,wild type,geldanamycin treated,PRJNA171024,17573979,0.1201,7/22/2015
SRX170881,Col-0_gda repl2,67.54,1.02,55.48,seedlings,Col-0,wild type,geldanamycin treated,PRJNA171024,22652995,0.1455,7/22/2015
SRX170889,nrpe1 repl2,32.12,3.71,55.18,seedlings,Col-0,mrpe1,--,PRJNA171024,21680312,0.1472,7/22/2015
SRX171014,Carter 003,33.95,31.58,0,lateral nectaries,Col-0,wild type,--,PRJNA170657,24712426,0.3848,5/5/2013
SRX1712700,Arabidopsis leaves,77.89,31.44,0,leaves,Col-0,Col-0 DEXp:mYFP,Mock,PRJNA318880,22404856,0.8191,12/15/2017
SRX1712701,Arabidopsis leaves,74.47,34.3,0,leaves,Col-0,Col-0 DEXp:mYFP,Mock,PRJNA318880,27537704,0.817,12/15/2017
SRX1712702,Arabidopsis leaves,71.34,31.86,0,leaves,Col-0,Col-0 DEXp:mYFP,Mock,PRJNA318880,26419052,0.8361,12/15/2017
SRX1712703,Arabidopsis leaves,62.94,39.96,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_2h,PRJNA318880,29717868,0.8337,12/15/2017
SRX1712704,Arabidopsis leaves,60.15,39.74,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_2h,PRJNA318880,28348839,0.8336,12/15/2017
SRX1712705,Arabidopsis leaves,63.67,37.08,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_2h,PRJNA318880,24664058,0.8334,12/15/2017
SRX1712706,Arabidopsis leaves,69.83,33.8,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_4h,PRJNA318880,25206244,0.8158,12/15/2017
SRX1712707,Arabidopsis leaves,66.12,33.63,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_4h,PRJNA318880,24084668,0.8223,12/15/2017
SRX1712708,Arabidopsis leaves,71.57,34.73,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_4h,PRJNA318880,26896676,0.8129,12/15/2017
SRX1712709,Arabidopsis leaves,72.87,36.53,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_6h,PRJNA318880,26831663,0.8257,12/15/2017
SRX1712710,Arabidopsis leaves,79.54,32.7,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_6h,PRJNA318880,27078448,0.8002,12/15/2017
SRX1712711,Arabidopsis leaves,78.19,36.91,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_6h,PRJNA318880,26148596,0.818,12/15/2017
SRX1712712,Arabidopsis leaves,72.12,35.18,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_8h,PRJNA318880,26091517,0.8245,12/15/2017
SRX1712713,Arabidopsis leaves,68.35,34.68,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_8h,PRJNA318880,25467024,0.8221,12/15/2017
SRX1712714,Arabidopsis leaves,71.51,35.2,0,leaves,Col-0,Col-0 DEXp:mYFP,dexamethasone_8h,PRJNA318880,23096226,0.8289,12/15/2017
SRX1712715,Arabidopsis leaves,65.02,35.68,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,23271840,0.8341,12/15/2017
SRX1712716,Arabidopsis leaves,68.43,35.92,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,27615693,0.827,12/15/2017
SRX1712717,Arabidopsis leaves,69.67,32.88,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,25767468,0.8446,12/15/2017
SRX1712718,Arabidopsis leaves,45.78,34.88,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,23072876,0.8409,12/15/2017
SRX1712719,Arabidopsis leaves,50.69,35.61,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,27395733,0.8366,12/15/2017
SRX1712720,Arabidopsis leaves,50.93,35.35,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,22766790,0.8308,12/15/2017
SRX1712721,Arabidopsis leaves,48.54,32.63,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,22137594,0.8525,12/15/2017
SRX1712722,Arabidopsis leaves,6.81,30.53,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,20729961,0.8566,12/15/2017
SRX1712723,Arabidopsis leaves,12.26,29.51,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,26457385,0.8589,12/15/2017
SRX1712724,Arabidopsis leaves,51.16,32.48,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,27972955,0.8546,12/15/2017
SRX1712725,Arabidopsis leaves,38.76,29.88,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,27256680,0.8562,12/15/2017
SRX1712726,Arabidopsis leaves,53.41,31.71,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,28954167,0.8517,12/15/2017
SRX1712727,Arabidopsis leaves,35.18,31.95,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,29293005,0.8619,12/15/2017
SRX1712728,Arabidopsis leaves,12.16,27.22,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,25179881,0.8331,12/15/2017
SRX1712729,Arabidopsis leaves,35.98,26.81,0,leaves,Col-0,Col-0 DEXp:MLACC-mYFP,--,PRJNA318880,24409123,0.8223,12/15/2017
SRX1712730,Arabidopsis leaves,67.01,29.57,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,25308796,0.8877,12/15/2017
SRX1712731,Arabidopsis leaves,71.43,28.09,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,25811794,0.8617,12/15/2017
SRX1712732,Arabidopsis leaves,70.91,31,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,22241830,0.8845,12/15/2017
SRX1712733,Arabidopsis leaves,67.12,37.11,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,23927502,0.8996,12/15/2017
SRX1712734,Arabidopsis leaves,60.33,36.6,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,21525706,0.8947,12/15/2017
SRX1712735,Arabidopsis leaves,50.09,41.25,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,28153727,0.9093,12/15/2017
SRX1712736,Arabidopsis leaves,68.82,30.86,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,23502759,0.8983,12/15/2017
SRX1712737,Arabidopsis leaves,71.01,33.52,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,21730495,0.9003,12/15/2017
SRX1712738,Arabidopsis leaves,66.43,35.21,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,27502503,0.9036,12/15/2017
SRX1712739,Arabidopsis leaves,65.3,35.11,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,23360864,0.909,12/15/2017
SRX1712740,Arabidopsis leaves,73.44,34.96,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,25531814,0.8711,12/15/2017
SRX1712741,Arabidopsis leaves,73.21,36.72,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,21440621,0.9059,12/15/2017
SRX1712742,Arabidopsis leaves,65.56,36.41,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,26470093,0.8655,12/15/2017
SRX1712743,Arabidopsis leaves,77.19,36.08,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,23123255,0.9023,12/15/2017
SRX1712744,Arabidopsis leaves,70.21,36.13,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),--,PRJNA318880,26016107,0.907,12/15/2017
SRX1712745,Arabidopsis leaves,74.03,27.59,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,26070997,0.8594,12/15/2017
SRX1712746,Arabidopsis leaves,70.55,30.44,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,23764799,0.8972,12/15/2017
SRX1712747,Arabidopsis leaves,72.09,32.29,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,26708341,0.9075,12/15/2017
SRX1712748,Arabidopsis leaves,56.84,36.62,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,25523568,0.8769,12/15/2017
SRX1712749,Arabidopsis leaves,50.06,35.55,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,25988797,0.8741,12/15/2017
SRX1712750,Arabidopsis leaves,61.27,40.5,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,23056805,0.8968,12/15/2017
SRX1712751,Arabidopsis leaves,57.37,33.47,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,26166188,0.868,12/15/2017
SRX1712752,Arabidopsis leaves,56.9,36.45,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,28501518,0.8879,12/15/2017
SRX1712753,Arabidopsis leaves,54.46,35.48,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,26638254,0.8632,12/15/2017
SRX1712754,Arabidopsis leaves,63.54,35.6,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,23140132,0.9037,12/15/2017
SRX1712755,Arabidopsis leaves,56.67,35.39,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,15663432,0.8893,12/15/2017
SRX1712756,Arabidopsis leaves,57.89,37.6,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,25949838,0.889,12/15/2017
SRX1712757,Arabidopsis leaves,56.07,35.92,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,25883319,0.8899,12/15/2017
SRX1712758,Arabidopsis leaves,65.98,36.19,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,21734069,0.8907,12/15/2017
SRX1712759,Arabidopsis leaves,66.58,35.61,0,leaves,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) DEXp:MLACC-mYFP,--,PRJNA318880,26419015,0.8941,12/15/2017
SRX1712760,Arabidopsis lower leaf epidermis,34.99,22.02,0,lower leaf epidermis,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,--,PRJNA318879,26845797,0.9063,12/15/2017
SRX1712761,Arabidopsis lower leaf epidermis,20.63,27.99,0,lower leaf epidermis,Col-0,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,--,PRJNA318879,20293388,0.7789,12/15/2017
