Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue_raw,TotalReads,UniqueMappedRate,ReleaseDate,Count,Tissue,VegetativeRepro,AboveBelow
GSM1491400,PRJNA259680,HL60-2,26408339,/,Col-0,shoot,17860186,0.87,12/6/2016,752,Shoot,Vegetative,Above
GSM1491401,PRJNA259680,HL60-3,26408339,/,Col-0,shoot,20190196,0.86,12/6/2016,752,Shoot,Vegetative,Above
GSM1496098,PRJNA260171,Col15GC1,25412428,/,Col-0,seed,44251329,0.88,9/8/2014,,other,other,other
GSM1496099,PRJNA260171,Col15GC2,25412428,/,Col-0,seed,71786900,0.87,9/8/2014,,other,other,other
GSM1496100,PRJNA260171,Col15GC3,25412428,/,Col-0,seed,52727230,0.88,9/8/2014,,other,other,other
GSM1496101,PRJNA260171,Col20GC1,25412428,/,Col-0,seed,47936727,0.87,9/8/2014,,other,other,other
GSM1496102,PRJNA260171,Col20GC2,25412428,/,Col-0,seed,40597089,0.81,9/8/2014,,other,other,other
GSM1496103,PRJNA260171,Col20GC3,25412428,/,Col-0,seed,27189272,0.81,9/8/2014,,other,other,other
GSM1501691,PRJNA260678,WT_replicat 1,26991973,wild type,Col-0,stem,39103158,0.92,3/25/2016,110,Shoot,Vegetative,Above
GSM1501692,PRJNA260678,WT_replicat 2,26991973,wild type,Col-0,stem,35064852,0.92,3/25/2016,110,Shoot,Vegetative,Above
GSM1501693,PRJNA260678,mol1_replicat 1,26991973,mol1-1 mutant,Col-0,stem,47386087,0.92,3/25/2016,110,Shoot,Vegetative,Above
GSM1501694,PRJNA260678,mol1_replicat 2,26991973,mol1-1 mutant,Col-0,stem,37091014,0.9,3/25/2016,110,Shoot,Vegetative,Above
GSM1504514,PRJNA261075,29_mRNA-Col,26451488,wild type,Col-0,inflorescence,9215823,0.89,9/14/2015,230,Inflorescence,Reproductive,Above
GSM1507894,PRJNA261430,C24 ctrl rep1,25496229,C24,C24,rosette leaf,21620440,0.85,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507895,PRJNA261430,C24 ctrl rep2,25496229,C24,C24,rosette leaf,24103967,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507896,PRJNA261430,C24 ctrl rep3,25496229,C24,C24,rosette leaf,22748672,0.78,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507897,PRJNA261430,C24 O3 rep1,25496229,C24,C24,rosette leaf,28349824,0.85,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507898,PRJNA261430,C24 O3 rep2,25496229,C24,C24,rosette leaf,18080249,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507899,PRJNA261430,C24 O3 rep3,25496229,C24,C24,rosette leaf,24864632,0.78,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507900,PRJNA261430,Te ctrl rep1,25496229,Te,Te,rosette leaf,27958919,0.85,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507901,PRJNA261430,Te ctrl rep2,25496229,Te,Te,rosette leaf,25712526,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507902,PRJNA261430,Te ctrl rep3,25496229,Te,Te,rosette leaf,24510726,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507903,PRJNA261430,Te O3 rep1,25496229,Te,Te,rosette leaf,25039168,0.85,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507904,PRJNA261430,Te O3 rep2,25496229,Te,Te,rosette leaf,17827047,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507905,PRJNA261430,Te O3 rep3,25496229,Te,Te,rosette leaf,24413035,0.77,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507906,PRJNA261430,CT101 ctrl rep1,25496229,CT101,CT101,rosette leaf,30265211,0.86,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507907,PRJNA261430,CT101 ctrl rep2,25496229,CT101,CT101,rosette leaf,26435877,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507908,PRJNA261430,CT101 ctrl rep3,25496229,CT101,CT101,rosette leaf,25056139,0.78,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507909,PRJNA261430,CT101 O3 rep1,25496229,CT101,CT101,rosette leaf,27585606,0.85,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507910,PRJNA261430,CT101 O3 rep2,25496229,CT101,CT101,rosette leaf,20870865,0.84,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507911,PRJNA261430,CT101 O3 rep3,25496229,CT101,CT101,rosette leaf,22813105,0.85,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507912,PRJNA261430,Col-0 ctrl rep1,25496229,Col-0,Col-0,rosette leaf,21497045,0.89,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507913,PRJNA261430,Col-0 ctrl rep2,25496229,Col-0,Col-0,rosette leaf,30569391,0.89,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507914,PRJNA261430,Col-0 ctrl rep3,25496229,Col-0,Col-0,rosette leaf,23372619,0.88,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507915,PRJNA261430,Col-0 O3 rep1,25496229,Col-0,Col-0,rosette leaf,27906929,0.9,9/22/2014,1122,Leaf,Vegetative,Above
GSM1507916,PRJNA261430,Col-0 O3 rep2,25496229,Col-0,Col-0,rosette leaf,33605439,0.87,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507917,PRJNA261430,Col-0 O3 rep3,25496229,Col-0,Col-0,rosette leaf,24910992,0.82,9/21/2014,1122,Leaf,Vegetative,Above
GSM1507944,PRJNA261433,WT roots replicate 1,26945048,wild type,Col-0,root,9534501,0.76,3/28/2016,1662,Root,Root,Below
GSM1507945,PRJNA261433,WT roots replicate 2,26945048,wild type,Col-0,root,22239030,0.76,3/28/2016,1662,Root,Root,Below
GSM1507946,PRJNA261433,WT roots replicate 3,26945048,wild type,Col-0,root,24809359,0.77,3/28/2016,1662,Root,Root,Below
GSM1507948,PRJNA261433,WT shoots replicate 2,26945048,wild type,Col-0,shoot,21497347,0.75,3/28/2016,752,Shoot,Vegetative,Above
GSM1507949,PRJNA261433,WT shoots replicate 3,26945048,wild type,Col-0,shoot,22088881,0.75,3/28/2016,752,Shoot,Vegetative,Above
GSM1507951,PRJNA261433,WT inflorescences replicate 2,26945048,Wild Type,Col-0,inflorescence,24462060,0.76,3/28/2016,230,Inflorescence,Reproductive,Above
GSM1507952,PRJNA261433,WT inflorescences replicate 3,26945048,Wild Type,Col-0,inflorescence,22396267,0.76,3/28/2016,230,Inflorescence,Reproductive,Above
GSM1507956,PRJNA261433,clf28 roots replicate 1,26945048,clf-28 mutant,Col-0,root,20978975,0.8,3/28/2016,1662,Root,Root,Below
GSM1507957,PRJNA261433,clf28 roots replicate 2,26945048,clf-28 mutant,Col-0,root,18051122,0.81,3/28/2016,1662,Root,Root,Below
GSM1507958,PRJNA261433,clf28 roots replicate 3,26945048,clf-28 mutant,Col-0,root,18152987,0.81,3/28/2016,1662,Root,Root,Below
GSM1507959,PRJNA261433,clf28 shoots replicate 1,26945048,clf-28 mutant,Col-0,shoot,20933518,0.79,3/28/2016,752,Shoot,Vegetative,Above
GSM1507960,PRJNA261433,clf28 shoots replicate 2,26945048,clf-28 mutant,Col-0,shoot,17199678,0.81,3/28/2016,752,Shoot,Vegetative,Above
GSM1507961,PRJNA261433,clf28 shoots replicate 3,26945048,clf-28 mutant,Col-0,shoot,18372899,0.8,3/28/2016,752,Shoot,Vegetative,Above
GSM1507962,PRJNA261433,clf28 inflorescences replicate 1,26945048,clf-28 mutant,Col-0,inflorescence,17583028,0.82,3/28/2016,230,Inflorescence,Reproductive,Above
GSM1507963,PRJNA261433,clf28 inflorescences replicate 2,26945048,clf-28 mutant,Col-0,inflorescence,18224174,0.82,3/28/2016,230,Inflorescence,Reproductive,Above
GSM1507964,PRJNA261433,clf28 inflorescences replicate 3,26945048,clf-28 mutant,Col-0,inflorescence,20097761,0.79,3/28/2016,230,Inflorescence,Reproductive,Above
GSM1507965,PRJNA261433,clf28 siliques replicate 1,26945048,clf-28 mutant,Col-0,siliques,18037908,0.79,3/28/2016,,other,other,other
GSM1507966,PRJNA261433,clf28 siliques replicate 2,26945048,clf-28 mutant,Col-0,siliques,18331315,0.79,3/28/2016,,other,other,other
GSM1507967,PRJNA261433,clf28 siliques replicate 3,26945048,clf-28 mutant,Col-0,siliques,16089529,0.8,3/28/2016,,other,other,other
GSM1514868,PRJNA262177,WT roots,/,wild type,/,root,22568437,0.75,9/4/2018,1662,Root,Root,Below
GSM1514869,PRJNA262177,WT roots,/,wild type,/,root,56645211,0.79,9/4/2018,1662,Root,Root,Below
GSM1514870,PRJNA262177,WT roots,/,wild type,/,root,65501546,0.8,9/4/2018,1662,Root,Root,Below
GSM1514871,PRJNA262177,WT shoots,/,wild type,/,shoot,49975050,0.77,9/4/2018,752,Shoot,Vegetative,Above
GSM1514872,PRJNA262177,WT shoots,/,wild type,/,shoot,61376556,0.78,9/4/2018,752,Shoot,Vegetative,Above
GSM1514873,PRJNA262177,WT shoots,/,wild type,/,shoot,64854861,0.78,9/4/2018,752,Shoot,Vegetative,Above
GSM1514875,PRJNA262177,WT inflorensences,/,wild type,/,inflorescence,63772653,0.79,9/4/2018,230,Inflorescence,Reproductive,Above
GSM1514876,PRJNA262177,WT inflorensences,/,wild type,/,inflorescence,57427540,0.78,9/4/2018,230,Inflorescence,Reproductive,Above
GSM1514877,PRJNA262177,dcp5-1 roots,/,/,/,root,75709386,0.79,9/4/2018,1662,Root,Root,Below
GSM1514878,PRJNA262177,dcp5-1 roots,/,/,/,root,72149160,0.82,9/4/2018,1662,Root,Root,Below
GSM1514879,PRJNA262177,dcp5-1 roots,/,/,/,root,64404423,0.84,9/4/2018,1662,Root,Root,Below
GSM1514880,PRJNA262177,dcp5-1 shoots,/,/,/,shoot,87378914,0.78,9/4/2018,752,Shoot,Vegetative,Above
GSM1514881,PRJNA262177,dcp5-1 shoots,/,/,/,shoot,53794548,0.85,9/4/2018,752,Shoot,Vegetative,Above
GSM1514882,PRJNA262177,dcp5-1 shoots,/,/,/,shoot,53366592,0.87,9/4/2018,752,Shoot,Vegetative,Above
GSM1514883,PRJNA262177,dcp5-1 inflorensences,/,/,/,inflorescence,93986269,0.79,9/4/2018,230,Inflorescence,Reproductive,Above
GSM1514884,PRJNA262177,dcp5-1 inflorensences,/,/,/,inflorescence,62262611,0.85,9/4/2018,230,Inflorescence,Reproductive,Above
GSM1514885,PRJNA262177,dcp5-1 inflorensences,/,/,/,inflorescence,51608085,0.87,9/4/2018,230,Inflorescence,Reproductive,Above
GSM1518600,PRJNA262970,WT Col rep 1,25880665,Wild type,Col-0,whole plant,15691648,0.9,4/3/2015,,other,other,other
GSM1518601,PRJNA262970,WT Col rep 2,25880665,Wild type,Col-0,whole plant,16132760,0.92,4/3/2015,,other,other,other
GSM1518602,PRJNA262970,WT Col rep 3,25880665,Wild type,Col-0,whole plant,13119049,0.89,4/3/2015,,other,other,other
GSM1518603,PRJNA262970,prmt5 mutant rep 1,25880665,prmt5 mutant,Col-0,whole plant,17220557,0.88,4/3/2015,,other,other,other
GSM1518604,PRJNA262970,prmt5 mutant rep 2,25880665,prmt5 mutant,Col-0,whole plant,20436648,0.92,4/3/2015,,other,other,other
GSM1518605,PRJNA262970,prmt5 mutant rep 3,25880665,prmt5 mutant,Col-0,whole plant,19555590,0.9,4/3/2015,,other,other,other
GSM1518606,PRJNA262970,prmt4a;4b mutant rep 1,25880665,prmt4a;4b double mutant,Col-0,whole plant,15369860,0.86,4/3/2015,,other,other,other
GSM1518607,PRJNA262970,prmt4a;4b mutant rep 2,25880665,prmt4a;4b double mutant,Col-0,whole plant,15803309,0.88,4/3/2015,,other,other,other
GSM1518608,PRJNA262970,prmt4a;4b mutant rep 3,25880665,prmt4a;4b double mutant,Col-0,whole plant,15961063,0.87,4/3/2015,,other,other,other
GSM1524131,PRJNA263595,Arabidopsis Col-0 infiltrated 1day [Sample_C-11_001],26065719,/,Col-0,leaves,18534950,0.85,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524132,PRJNA263595,Arabidopsis Col-0 infiltrated 1day [Sample_C-12_003],26065719,/,Col-0,leaves,21534718,0.84,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524133,PRJNA263595,Arabidopsis Col-0 infiltrated 1day [Sample_C-13_007],26065719,/,Col-0,leaves,19214125,0.86,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524134,PRJNA263595,Arabidopsis Col-0 infiltrated 2day [Sample_C-21_002],26065719,/,Col-0,leaves,21848411,0.87,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524135,PRJNA263595,Arabidopsis Col-0 infiltrated 2day [Sample_C-22_006],26065719,/,Col-0,leaves,28578250,0.81,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524136,PRJNA263595,Arabidopsis Col-0 infiltrated 2day [Sample_C-23_009],26065719,/,Col-0,leaves,31121939,0.9,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524137,PRJNA263595,Arabidopsis Col-0 infiltrated 3day [Sample_C-31_004],26065719,/,Col-0,leaves,29028244,0.86,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524138,PRJNA263595,Arabidopsis Col-0 infiltrated 3day [Sample_C-32_007],26065719,/,Col-0,leaves,21958767,0.8,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524139,PRJNA263595,Arabidopsis Col-0 infiltrated 3day [Sample_C-33_012],26065719,/,Col-0,leaves,51293903,0.91,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524140,PRJNA263595,Arabidopsis Fcs infiltrated 1day [Sample_CS-11_002],26065719,/,Fcs,leaves,32908475,0.84,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524141,PRJNA263595,Arabidopsis Fcs infiltrated 1day [Sample_CS-12_001],26065719,/,Fcs,leaves,26384064,0.79,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524142,PRJNA263595,Arabidopsis Fcs infiltrated 1day [Sample_CS-13_009],26065719,/,Fcs,leaves,19231496,0.83,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524143,PRJNA263595,Arabidopsis Fcs infiltrated 2day [Sample_CS-21_009],26065719,/,Fcs,leaves,11545714,0.86,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524144,PRJNA263595,Arabidopsis Fcs infiltrated 2day [Sample_CS-22_002],26065719,/,Fcs,leaves,28101649,0.8,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524145,PRJNA263595,Arabidopsis Fcs infiltrated 2day [Sample_CS-23_006],26065719,/,Fcs,leaves,18187452,0.86,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524146,PRJNA263595,Arabidopsis Fcs infiltrated 3day [Sample_CS-31_012],26065719,/,Fcs,leaves,38218052,0.8,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524147,PRJNA263595,Arabidopsis Fcs infiltrated 3day [Sample_CS-32_004],26065719,/,Fcs,leaves,35854570,0.82,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524148,PRJNA263595,Arabidopsis Fcs infiltrated 3day [Sample_CS-33_007],26065719,/,Fcs,leaves,26361735,0.87,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524149,PRJNA263595,Arabidopsis Sei-0 infiltrated 1day [Sample_S-11_001],26065719,/,Sei-0,leaves,24374233,0.81,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524150,PRJNA263595,Arabidopsis Sei-0 infiltrated 1day [Sample_S-12_004],26065719,/,Sei-0,leaves,25725219,0.8,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524151,PRJNA263595,Arabidopsis Sei-0 infiltrated 1day [Sample_S-13_001],26065719,/,Sei-0,leaves,17660061,0.82,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524152,PRJNA263595,Arabidopsis Sei-0 infiltrated 2day [Sample_S-21_006],26065719,/,Sei-0,leaves,27756670,0.8,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524154,PRJNA263595,Arabidopsis Sei-0 infiltrated 2day [Sample_S-23_002],26065719,/,Sei-0,leaves,18101969,0.83,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524155,PRJNA263595,Arabidopsis Sei-0 infiltrated 3day [Sample_S-31_007],26065719,/,Sei-0,leaves,45598835,0.83,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524156,PRJNA263595,Arabidopsis Sei-0 infiltrated 3day [Sample_S-32_012],26065719,/,Sei-0,leaves,21734373,0.77,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524157,PRJNA263595,Arabidopsis Sei-0 infiltrated 3day [Sample_S-33_004],26065719,/,Sei-0,leaves,15112143,0.83,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524158,PRJNA263595,Arabidopsis Fsc infiltrated 1day [Sample_SC-11_001],26065719,/,Fcs,leaves,8184091,0.81,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524159,PRJNA263595,Arabidopsis Fsc infiltrated 1day [Sample_SC-12_006],26065719,/,Fcs,leaves,31624393,0.83,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524160,PRJNA263595,Arabidopsis Fsc infiltrated 1day [Sample_SC-13_012],26065719,/,Fcs,leaves,44035210,0.85,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524161,PRJNA263595,Arabidopsis Fsc infiltrated 2day [Sample_SC-21_002],26065719,/,Fcs,leaves,16992544,0.79,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524162,PRJNA263595,Arabidopsis Fsc infiltrated 2day [Sample_SC-22_006],26065719,/,Fcs,leaves,17139318,0.78,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524163,PRJNA263595,Arabidopsis Fsc infiltrated 2day [Sample_SC-23_009],26065719,/,Fcs,leaves,12366502,0.85,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524164,PRJNA263595,Arabidopsis Fsc infiltrated 3day [Sample_SC-31_004],26065719,/,Fcs,leaves,21531632,0.88,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524165,PRJNA263595,Arabidopsis Fsc infiltrated 3day [Sample_SC-32_007],26065719,/,Fcs,leaves,20595909,0.81,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524166,PRJNA263595,Arabidopsis Fsc infiltrated 3day [Sample_SC-33_012],26065719,/,Fcs,leaves,20841378,0.87,6/3/2015,3633,Leaf,Vegetative,Above
GSM1524223,PRJNA198192,QC cell group and split 1,25608970,/,Col-0,root QC cells,90098496,0.87,12/30/2014,23,Root cell,Root,Below
GSM1524224,PRJNA198192,QC cell group and split 2,25608970,/,Col-0,root QC cells,83285164,0.88,12/30/2014,23,Root cell,Root,Below
GSM1524225,PRJNA198192,QC cell group and split 3,25608970,/,Col-0,root QC cells,140327379,0.88,3/12/2015,23,Root cell,Root,Below
GSM1524226,PRJNA198192,QC cell group and split 4,25608970,/,Col-0,root QC cells,108941235,0.88,12/30/2014,23,Root cell,Root,Below
GSM1524227,PRJNA198192,QC cell 1,25608970,/,Col-0,root QC cells,222688917,0.85,3/12/2015,23,Root cell,Root,Below
GSM1524228,PRJNA198192,QC cell 2,25608970,/,Col-0,root QC cells,14006526,0.85,12/30/2014,23,Root cell,Root,Below
GSM1524229,PRJNA198192,QC cell 3,25608970,/,Col-0,root QC cells,74764934,0.78,12/30/2014,23,Root cell,Root,Below
GSM1524230,PRJNA198192,QC cell 4,25608970,/,Col-0,root QC cells,13688813,0.85,12/30/2014,23,Root cell,Root,Below
GSM1524231,PRJNA198192,QC cell 5,25608970,/,Col-0,root QC cells,48814372,0.79,12/30/2014,23,Root cell,Root,Below
GSM1524232,PRJNA198192,QC cell 6,25608970,/,Col-0,root QC cells,155383302,0.87,3/11/2015,23,Root cell,Root,Below
GSM1524233,PRJNA198192,QC cell 7,25608970,/,Col-0,root QC cells,94260403,0.88,3/11/2015,23,Root cell,Root,Below
GSM1524234,PRJNA198192,QC cell 8,25608970,/,Col-0,root QC cells,13626187,0.87,12/30/2014,23,Root cell,Root,Below
GSM1524235,PRJNA198192,QC cell 9,25608970,/,Col-0,root QC cells,16319860,0.83,12/30/2014,23,Root cell,Root,Below
GSM1524237,PRJNA198192,QC cell 11,25608970,/,Col-0,root QC cells,26790846,0.89,12/30/2014,23,Root cell,Root,Below
GSM1524238,PRJNA198192,QC cell 12,25608970,/,Col-0,root QC cells,14217974,0.9,12/30/2014,23,Root cell,Root,Below
GSM1524239,PRJNA198192,QC cell 13,25608970,/,Col-0,root QC cells,16310500,0.92,12/30/2014,23,Root cell,Root,Below
GSM1524240,PRJNA198192,QC cell 14,25608970,/,Col-0,root QC cells,19842711,0.92,12/30/2014,23,Root cell,Root,Below
GSM1524241,PRJNA198192,QC cell 15,25608970,/,Col-0,root QC cells,16988618,0.93,12/30/2014,23,Root cell,Root,Below
GSM1524242,PRJNA198192,QC cell 16,25608970,/,Col-0,root QC cells,15828377,0.92,12/30/2014,23,Root cell,Root,Below
GSM1524243,PRJNA198192,QC cell 17,25608970,/,Col-0,root QC cells,14907456,0.83,12/30/2014,23,Root cell,Root,Below
GSM1524244,PRJNA198192,QC cell 18,25608970,/,Col-0,root QC cells,18340505,0.92,12/30/2014,23,Root cell,Root,Below
GSM1524245,PRJNA198192,QC cell 19,25608970,/,Col-0,root QC cells,29873726,0.92,12/30/2014,23,Root cell,Root,Below
GSM1524246,PRJNA198192,QC cell 20,25608970,/,Col-0,root QC cells,17096714,0.92,12/30/2014,23,Root cell,Root,Below
GSM1524248,PRJNA198192,"Stele cell, 0h after cut 2",25608970,/,Col-0,root stele cells,27617653,0.85,12/30/2014,,other,other,other
GSM1524249,PRJNA198192,"Stele cell, 0h after cut 3",25608970,/,Col-0,root stele cells,19582945,0.84,12/30/2014,,other,other,other
GSM1524251,PRJNA198192,"Stele cell, 16h after cut 2",25608970,/,Col-0,root stele cells,36861696,0.76,12/30/2014,,other,other,other
GSM1524252,PRJNA198192,"Stele cell, 16h after cut 3",25608970,/,Col-0,root stele cells,28150536,0.8,12/30/2014,,other,other,other
GSM1524253,PRJNA198192,"Stele cell, 16h after cut 4",25608970,/,Col-0,root stele cells,23384639,0.82,12/30/2014,,other,other,other
GSM1526569,PRJNA264018,at-seed-ler_wt_x_col_wt_2,26344545,wt Landsberg x wt Columbia,Ler X Col,seed,49753559,0.75,9/28/2015,,other,other,other
GSM1527628,PRJNA264397,mRNA-seq_Col_Rep1,26497803,/,Col-0,seedling shoot,25353362,0.94,4/24/2018,,other,other,other
GSM1527629,PRJNA264397,mRNA-seq_Col_Rep2,26497803,/,Col-0,seedling shoot,30346545,0.92,4/24/2018,,other,other,other
GSM1527630,PRJNA264397,mRNA-seq_Col_Rep3,26497803,/,Col-0,seedling shoot,24351737,0.96,4/24/2018,,other,other,other
GSM1527631,PRJNA264397,mRNA-seq_C24_Rep1,26497803,/,C24,seedling shoot,21586453,0.86,4/24/2018,,other,other,other
GSM1527632,PRJNA264397,mRNA-seq_C24_Rep2,26497803,/,C24,seedling shoot,23524042,0.93,4/24/2018,,other,other,other
GSM1527633,PRJNA264397,mRNA-seq_C24_Rep3,26497803,/,C24,seedling shoot,23600405,0.93,4/24/2018,,other,other,other
GSM1527634,PRJNA264397,mRNA-seq_Col/C24_Rep1,26497803,/,Col/C24,seedling shoot,24013560,0.91,4/24/2018,,other,other,other
GSM1527635,PRJNA264397,mRNA-seq_Col/C24_Rep2,26497803,/,Col/C24,seedling shoot,23296338,0.94,4/24/2018,,other,other,other
GSM1527636,PRJNA264397,mRNA-seq_Col/C24_Rep3,26497803,/,Col/C24,seedling shoot,20141386,0.89,4/24/2018,,other,other,other
GSM1527637,PRJNA264397,mRNA-seq_C24/Col_Rep1,26497803,/,C24/Col,seedling shoot,19831848,0.95,4/24/2018,,other,other,other
GSM1527638,PRJNA264397,mRNA-seq_C24/Col_Rep2,26497803,/,C24/Col,seedling shoot,21154049,0.92,4/24/2018,,other,other,other
GSM1527639,PRJNA264397,mRNA-seq_C24/Col_Rep3,26497803,/,C24/Col,seedling shoot,17246689,0.92,4/24/2018,,other,other,other
GSM1529877,PRJNA264526,Transgenic line biological Rep1_mRNA,/,/,Col-0,whole plant,11045426,0.75,10/1/2015,,other,other,other
GSM1529981,PRJNA264533,wild-type Col RNA-seq,27114555,wild type,Col-0,12DAG seedlings,11624616,0.95,5/19/2017,,other,other,other
GSM1529982,PRJNA264533,atprmt5 RNA-seq,27114555,atprmt5,Col-0,12DAG seedlings,13210471,0.95,5/19/2017,,other,other,other
GSM1529983,PRJNA264533,m90 RNA-seq,27114555,m90,Col-0,12DAG seedlings,12268419,0.95,5/19/2017,,other,other,other
GSM1529984,PRJNA264533,s215 RNA-Seq,27114555,s215,Col-0,12DAG seedlings,13011739,0.94,5/19/2017,,other,other,other
GSM1530033,PRJNA264544,mRNA-seq_Col_clf_Rep1,26497803,clf,Col-0,seedling shoot,15644463,0.94,11/1/2016,,other,other,other
GSM1530034,PRJNA264544,mRNA-seq_Col_clf_Rep2,26497803,clf,Col-0,seedling shoot,19617090,0.93,11/1/2016,,other,other,other
GSM1530035,PRJNA264544,mRNA-seq_Col_clf_Rep3,26497803,clf,Col-0,seedling shoot,20711310,0.95,11/1/2016,,other,other,other
GSM1530036,PRJNA264544,mRNA-seq_C24_clf_Rep1,26497803,clf,C24,seedling shoot,22495425,0.91,11/1/2016,,other,other,other
GSM1530037,PRJNA264544,mRNA-seq_C24_clf_Rep2,26497803,clf,C24,seedling shoot,17528528,0.91,11/1/2016,,other,other,other
GSM1530038,PRJNA264544,mRNA-seq_C24_clf_Rep3,26497803,clf,C24,seedling shoot,14203026,0.91,11/1/2016,,other,other,other
GSM1530039,PRJNA264544,mRNA-seq_Col/C24_clf_Rep1,26497803,clf,F1 Col X C24,seedling shoot,18932187,0.93,11/1/2016,,other,other,other
GSM1530040,PRJNA264544,mRNA-seq_Col/C24_clf_Rep2,26497803,clf,F1 Col X C24,seedling shoot,20707499,0.91,11/1/2016,,other,other,other
GSM1530041,PRJNA264544,mRNA-seq_Col/C24_clf_Rep3,26497803,clf,F1 Col X C24,seedling shoot,18937864,0.91,11/1/2016,,other,other,other
GSM1533521,PRJNA265183,Col0 replicate 1 mRNA,25425661,wild type,Col-0,aerial seedling,12568128,0.76,11/25/2014,,other,other,other
GSM1533522,PRJNA265183,Col0 replicate 2 mRNA,25425661,wild type,Col-0,aerial seedling,12851381,0.75,11/25/2014,,other,other,other
GSM1533523,PRJNA265183,Col0 replicate 3 mRNA,25425661,wild type,Col-0,aerial seedling,11996308,0.75,11/25/2014,,other,other,other
