Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate
GSM3566820,PRJNA515610,RNAseq_Col0_rep2_forT2_22aa_SunTag_VP64_g4_g17,30760722,wild type,Col-0,leaves,17681293,92.80%,2019/1/28
GSM3566821,PRJNA515610,RNAseq_Col0_rep3_forT2_22aa_SunTag_VP64_g4_g17,30760722,wild type,Col-0,leaves,15556767,90.70%,2019/1/28
GSM3566822,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_nog_1_rep1,30760722,22aa_SunTag_VP64_nog,Col-0,leaves,18330345,91.30%,2019/1/28
GSM3566823,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_nog_1_rep2,30760722,22aa_SunTag_VP64_nog,Col-0,leaves,16281676,90.30%,2019/1/28
GSM3566824,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_nog_1_rep3,30760722,22aa_SunTag_VP64_nog,Col-0,leaves,12899528,90.70%,2019/1/28
GSM3566825,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_nog_1_rep4,30760722,22aa_SunTag_VP64_nog,Col-0,leaves,18052480,91.60%,2019/1/28
GSM3566826,PRJNA515610,RNAseq_fwa_rep1_forT2_22aa_SunTag_VP64_g4_g17,30760722,fwa,Col-0,leaves,17914781,90.50%,2019/1/28
GSM3566827,PRJNA515610,RNAseq_fwa_rep2_forT2_22aa_SunTag_VP64_g4_g17,30760722,fwa,Col-0,leaves,19767424,92.00%,2019/1/28
GSM3566828,PRJNA515610,RNAseq_fwa_rep3_forT2_22aa_SunTag_VP64_g4_g17,30760722,fwa,Col-0,leaves,20379181,91.00%,2019/1/28
GSM3566829,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_1_rep1,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,15959136,90.10%,2019/1/28
GSM3566830,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_1_rep2,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,17946022,89.70%,2019/1/28
GSM3566831,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_1_rep3,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,21914680,91.20%,2019/1/28
GSM3566832,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_2_rep1,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,17955783,90.60%,2019/1/28
GSM3566833,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_2_rep2,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,16969115,90.90%,2019/1/28
GSM3566834,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_2_rep3,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,12349814,88.50%,2019/1/28
GSM3566835,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_2_rep4,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,17281175,91.30%,2019/1/28
GSM3566836,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_3_rep1,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,17595875,91.50%,2019/1/28
GSM3566837,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_3_rep2,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,15913207,91.30%,2019/1/28
GSM3566838,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_3_rep3,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,16321118,90.70%,2019/1/28
GSM3566839,PRJNA515610,RNAseq_T2_22aa_SunTag_VP64_g4_g17_3_rep4,30760722,22aa_SunTag_VP64_g4_g17,Col-0,leaves,18737160,92.10%,2019/1/28
GSM3566840,PRJNA515610,RNAseq_Col0_rep1_forT2_SunTag_VP64_EVD,30760722,wild type,Col-0,leaves,15311397,88.50%,2019/1/28
GSM3566841,PRJNA515610,RNAseq_Col0_rep2_forT2_SunTag_VP64_EVD,30760722,wild type,Col-0,leaves,11718313,88.40%,2019/1/28
GSM3566842,PRJNA515610,RNAseq_Col0_rep3_forT2_SunTag_VP64_EVD,30760722,wild type,Col-0,leaves,15650547,88.80%,2019/1/28
GSM3566843,PRJNA515610,RNAseq_T2_SunTag_VP64_nog_2_for_EVD_rep1,30760722,SunTag_VP64_nog,Col-0,leaves,12026461,88.10%,2019/1/28
GSM3566844,PRJNA515610,RNAseq_T2_SunTag_VP64_nog_2_for_EVD_rep2,30760722,SunTag_VP64_nog,Col-0,leaves,18188667,87.50%,2019/1/28
GSM3566845,PRJNA515610,RNAseq_T2_SunTag_VP64_nog_2_for_EVD_rep3,30760722,SunTag_VP64_nog,Col-0,leaves,18885311,88.40%,2019/1/28
GSM3566846,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_3_rep1,30760722,SunTag_VP64_EVD,Col-0,leaves,16381150,87.20%,2019/1/28
GSM3566847,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_3_rep2,30760722,SunTag_VP64_EVD,Col-0,leaves,15020333,85.00%,2019/1/28
GSM3566848,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_3_rep3,30760722,SunTag_VP64_EVD,Col-0,leaves,10481850,88.80%,2019/1/28
GSM3566849,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_9_rep1,30760722,SunTag_VP64_EVD,Col-0,leaves,11791241,87.10%,2019/1/28
GSM3566850,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_9_rep2,30760722,SunTag_VP64_EVD,Col-0,leaves,14810323,87.90%,2019/1/28
GSM3566851,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_9_rep3,30760722,SunTag_VP64_EVD,Col-0,leaves,17040199,87.20%,2019/1/28
GSM3566852,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_10_rep1,30760722,SunTag_VP64_EVD,Col-0,leaves,15965708,86.30%,2019/1/28
GSM3566853,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_10_rep2,30760722,SunTag_VP64_EVD,Col-0,leaves,8959161,84.70%,2019/1/28
GSM3566854,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_10_rep3,30760722,SunTag_VP64_EVD,Col-0,leaves,7487150,86.00%,2019/1/28
GSM3566855,PRJNA515610,RNAseq_T2_SunTag_VP64_EVD_10_rep4,30760722,SunTag_VP64_EVD,Col-0,leaves,10954934,85.70%,2019/1/28
GSM3566856,PRJNA515610,RNAseq_Col0_rep1_forT2_22aa_SunTag_NtDRMcd_g4_10_g18_2,30760722,wild type,Col-0,leaves,17761259,84.80%,2019/1/28
GSM3566857,PRJNA515610,RNAseq_Col0_rep2_forT2_22aa_SunTag_NtDRMcd_g4_10_g18_2,30760722,wild type,Col-0,leaves,20493084,88.60%,2019/1/28
GSM3566858,PRJNA515610,RNAseq_Col0_rep3_forT2_22aa_SunTag_NtDRMcd_g4_10_g18_2,30760722,wild type,Col-0,leaves,21172067,88.50%,2019/1/28
GSM3566859,PRJNA515610,RNAseq_fwa_rep1_forT2_22aa_SunTag_NtDRMcd_g4_10_g18_2,30760722,fwa,Col-0,leaves,21679830,86.00%,2019/1/28
GSM3566860,PRJNA515610,RNAseq_fwa_rep2_forT2_22aa_SunTag_NtDRMcd_g4_10_g18_2,30760722,fwa,Col-0,leaves,24568353,90.10%,2019/1/28
GSM3566861,PRJNA515610,RNAseq_fwa_rep3_forT2_22aa_SunTag_NtDRMcd_g4_10_g18_2,30760722,fwa,Col-0,leaves,22348066,89.30%,2019/1/28
GSM3566862,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_plus_rep1,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_plus,Col-0,leaves,20602867,86.20%,2019/1/28
GSM3566863,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_plus_rep2,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_plus,Col-0,leaves,21507555,87.40%,2019/1/28
GSM3566864,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_plus_rep3,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_plus,Col-0,leaves,20144386,87.90%,2019/1/28
GSM3566865,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_plus_rep4,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_plus,Col-0,leaves,23285879,89.70%,2019/1/28
GSM3566866,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_plus_rep5,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_plus,Col-0,leaves,21931375,91.30%,2019/1/28
GSM3566867,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_minus_rep1,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_minus,Col-0,leaves,15566341,82.30%,2019/1/28
GSM3566868,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_minus_rep2,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_minus,Col-0,leaves,19904088,88.70%,2019/1/28
GSM3566869,PRJNA515610,RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_minus_rep3,30760722,22aa_SunTag_NtDRMcd_g4_10_g18_minus,Col-0,leaves,20843894,82.20%,2019/1/28
GSM3573039,PRJNA515943,Mock1,/,/,Col-0,whole plant,37598165,94.60%,2019/1/28
GSM3573040,PRJNA515943,Mock2,/,/,Col-0,whole plant,38791965,94.90%,2019/1/28
GSM3573041,PRJNA515943,Mock3,/,/,Col-0,whole plant,35731126,94.50%,2019/1/28
GSM3573042,PRJNA515943,SA1,/,/,Col-0,whole plant,36766066,94.40%,2019/1/28
GSM3573043,PRJNA515943,SA2,/,/,Col-0,whole plant,41278651,94.90%,2019/1/28
GSM3573044,PRJNA515943,SA3,/,/,Col-0,whole plant,46077572,95.60%,2019/1/28
GSM3573045,PRJNA515943,MeJA1,/,/,Col-0,whole plant,40749450,94.20%,2019/1/28
GSM3573046,PRJNA515943,MeJA2,/,/,Col-0,whole plant,44224803,94.80%,2019/1/28
GSM3573047,PRJNA515943,MeJA3,/,/,Col-0,whole plant,38685141,94.40%,2019/1/28
GSM3579955,PRJNA517148,WT_SC_PA1: WT rep1,30787133,wild type,Col-0,aerial seedling,14215089,60.90%,2019/1/28
GSM3579956,PRJNA517148,WT_SC_PA2: WT rep2,30787133,wild type,Col-0,aerial seedling,13183209,61.20%,2019/1/28
GSM3579957,PRJNA517148,WT_SC_PA3: WT rep3,30787133,wild type,Col-0,aerial seedling,11985246,59.20%,2019/1/28
GSM3579958,PRJNA517148,WT_SC_R1: WT rep1,30787133,wild type,Col-0,root,11567736,69.70%,2019/1/28
GSM3579959,PRJNA517148,WT_SC_R2: WT rep2,30787133,wild type,Col-0,root,14086319,68.40%,2019/1/28
GSM3579960,PRJNA517148,WT_SC_R3: WT rep3,30787133,wild type,Col-0,root,15599392,66.50%,2019/1/28
GSM3579961,PRJNA517148,HS_SC_PA1: psp1 mutant rep1,30787133,psp1 mutant,Col-0,aerial seedling,9535352,63.00%,2019/1/28
GSM3579962,PRJNA517148,HS_SC_PA2: psp1 mutant rep2,30787133,psp1 mutant,Col-0,aerial seedling,6240439,59.10%,2019/1/28
GSM3579963,PRJNA517148,HS_SC_PA3: psp1 mutant rep3,30787133,psp1 mutant,Col-0,aerial seedling,6112899,56.80%,2019/1/28
GSM3579964,PRJNA517148,HS_SC_R1: psp1 mutant rep1,30787133,psp1 mutant,Col-0,root,9248834,63.10%,2019/1/28
GSM3579965,PRJNA517148,HS_SC_R2: psp1 mutant rep2,30787133,psp1 mutant,Col-0,root,7794868,64.90%,2019/1/28
GSM3579966,PRJNA517148,HS_SC_R3: psp1 mutant rep3,30787133,psp1 mutant,Col-0,root,7335679,54.60%,2019/1/28
GSM1377353,PRJNA245920,dcl234 RNAseq rep1,25414514,dcl234,Col-0,flower bud,44155529,16.00%,2014/11/12
GSM1377354,PRJNA245920,dcl234 RNAseq rep2,25414514,dcl234,Col-0,flower bud,48269447,20.80%,2014/11/12
GSM1377355,PRJNA245920,dcl234 RNAseq rep3,25414514,dcl234,Col-0,flower bud,40486044,19.00%,2014/11/12
GSM1377356,PRJNA245920,dcl 234 nrpd1 RNAseq rep1,25414514,dcl 234 nrpd1,Col-0,flower bud,47319370,17.40%,2014/11/12
GSM1377357,PRJNA245920,dcl 234 nrpd1 RNAseq rep2,25414514,dcl 234 nrpd1,Col-0,flower bud,47382360,21.30%,2014/11/12
GSM1377358,PRJNA245920,dcl 234 nrpd1 RNAseq rep3,25414514,dcl 234 nrpd1,Col-0,flower bud,30172705,20.80%,2014/11/12
GSM1377359,PRJNA245920,dcl 234 RNAseq-DSN,25414514,dcl 234,Col-0,flower bud,70612242,42.90%,2014/11/12
GSM1377360,PRJNA245920,dcl 234 nrpd1 RNAseq-DSN,25414514,dcl 234 nrpd1,Col-0,flower bud,67100705,35.90%,2014/11/12
GSM1377361,PRJNA245920,dcl 234 rdr2 RNAseq-DSN,25414514,dcl 234,Col-0,flower bud,65385143,37.10%,2014/11/12
GSM1377362,PRJNA245920,dcl234 PolyA+ RNAseq rep1,25414514,dcl234,Col-0,flower bud,7525645,88.40%,2014/11/12
GSM1377363,PRJNA245920,dcl234 PolyA+ RNAseq rep2,25414514,dcl234,Col-0,flower bud,1949579,89.00%,2014/11/12
GSM1377364,PRJNA245920,dcl 234 nrpd1 PolyA+ RNAseq rep1,25414514,dcl 234 nrpd1,Col-0,flower bud,8537942,87.30%,2014/11/12
GSM1377365,PRJNA245920,dcl 234 nrpd1 PolyA+ RNAseq rep2,25414514,dcl 234 nrpd1,Col-0,flower bud,8382257,87.50%,2014/11/12
GSM1377366,PRJNA245920,dcl234 PolyA- RNAseq rep1,25414514,dcl234,Col-0,flower bud,1241805,62.30%,2014/11/12
GSM1377367,PRJNA245920,dcl234 PolyA- RNAseq rep2,25414514,dcl234,Col-0,flower bud,1433130,70.30%,2014/11/12
GSM1377368,PRJNA245920,dcl 234 nrpd1 PolyA- RNAseq rep1,25414514,dcl 234 nrpd1,Col-0,flower bud,1085997,65.70%,2014/11/12
GSM1377369,PRJNA245920,dcl 234 nrpd1 PolyA- RNAseq rep2,25414514,dcl 234 nrpd1,Col-0,flower bud,1409292,68.90%,2014/11/12
GSM3609965,PRJNA522747,¦Ãvpe mutant_rep1,/,gamma-VPE mutant,/,stem,27931553,91.90%,2019/2/18
GSM3609966,PRJNA522747,¦Ãvpe mutant_rep2,/,gamma-VPE mutant,/,stem,28789545,92.40%,2019/2/18
GSM3609967,PRJNA522747,¦Ãvpe mutant_rep3,/,gamma-VPE mutant,/,stem,26826567,92.00%,2019/2/18
GSM3609968,PRJNA522747,wild type_rep1,/,wild type,/,stem,22914712,92.70%,2019/2/18
GSM3609969,PRJNA522747,wild type_rep2,/,wild type,/,stem,26802492,91.50%,2019/2/18
GSM3609970,PRJNA522747,wild type_rep3,/,wild type,/,stem,23448469,92.30%,2019/2/18
GSM1383670,PRJNA246543,Root_col_without Al,25052716,wild type,Col-0,root,3741017,87.20%,2016/12/16
GSM1383671,PRJNA246543,Root_arf_without Al,25052716,arf10/arf16 double mutant,Col-0,root,3564585,89.40%,2016/12/16
GSM1383672,PRJNA246543,Root_col_with Al,25052716,wild type,Col-0,root,3662664,91.90%,2016/12/16
GSM1383673,PRJNA246543,Root_arf_with Al,25052716,arf10/arf16 double mutant,Col-0,root,3379936,90.60%,2016/12/16
GSM1385071,PRJNA246731,A- rep 1,25326238,wild type,Col-0,leaves,91315717,83.40%,2014/9/30
GSM1385072,PRJNA246731,B- rep 2,25326238,wild type,Col-0,leaves,90873817,78.70%,2014/9/30
GSM1385073,PRJNA246731,C- rep 3,25326238,wild type,Col-0,leaves,168071194,80.80%,2014/9/30
SRX542230,PRJNA242702,P-_WT_R2,24868033,wild type,Col-0,root,54301645,74.90%,2014/7/8
GSM1386767,PRJNA247731,paps1 - sample 1 - long fraction,26305463,paps1-1,Ler,seedlings,18502083,65.20%,2015/7/31
GSM1386768,PRJNA247731,paps1 - sample 1 -short fraction,26305463,paps1-1,Ler,seedlings,23413703,52.60%,2015/7/31
GSM1386769,PRJNA247731,paps1 - sample 2 - long fraction,26305463,paps1-1,Ler,seedlings,22541037,60.20%,2015/7/31
GSM1386770,PRJNA247731,paps1 - sample 2 -short fraction,26305463,paps1-1,Ler,seedlings,24980614,50.30%,2015/7/31
GSM1386771,PRJNA247731,paps1 - sample 3 - long fraction,26305463,paps1-1,Ler,seedlings,19820902,61.00%,2015/7/31
GSM1386772,PRJNA247731,paps1 - sample 3 -short fraction,26305463,paps1-1,Ler,seedlings,24159039,52.50%,2015/7/31
GSM1386773,PRJNA247731,paps1 - sample 4 - long fraction,26305463,paps1-1,Ler,seedlings,22168014,56.10%,2015/7/31
GSM1386774,PRJNA247731,paps1 - sample 4 -short fraction,26305463,paps1-1,Ler,seedlings,24292975,48.80%,2015/7/31
GSM1386775,PRJNA247731,Ler - sample 1 - long fraction,26305463,wild type,Ler,seedlings,19487650,60.50%,2015/7/31
GSM1386776,PRJNA247731,Ler - sample 1 -short fraction,26305463,wild type,Ler,seedlings,23898796,47.10%,2015/7/31
GSM1386777,PRJNA247731,Ler - sample 2 - long fraction,26305463,wild type,Ler,seedlings,20188753,57.80%,2015/7/31
GSM1386778,PRJNA247731,Ler - sample 2 -short fraction,26305463,wild type,Ler,seedlings,24992279,43.40%,2015/7/31
GSM1386779,PRJNA247731,Ler - sample 3 - long fraction,26305463,wild type,Ler,seedlings,22179873,59.00%,2015/7/31
GSM1386780,PRJNA247731,Ler - sample 3 -short fraction,26305463,wild type,Ler,seedlings,28510161,46.20%,2015/7/31
GSM1386781,PRJNA247731,Ler - sample 4 - long fraction,26305463,wild type,Ler,seedlings,28651643,56.10%,2015/7/31
GSM1386782,PRJNA247731,Ler - sample 4 -short fraction,26305463,wild type,Ler,seedlings,24964053,42.30%,2015/7/31
GSM3638223,PRJNA525303,EC001_Sht_CTRL_wo_ETOH_0H,30868714,/,Col-0,shoot,22354565,89.80%,2019/3/5
GSM3638224,PRJNA525303,EC002_Sht_CTRL_wo_ETOH_0H,30868714,/,Col-0,shoot,10238559,90.40%,2019/3/5
GSM3638225,PRJNA525303,EC003_Sht_CTRL_wo_ETOH_0H,30868714,/,Col-0,shoot,17023866,90.70%,2019/3/5
GSM3638226,PRJNA525303,EC004_Sht_CTRL_w_ETOH_0H,30868714,/,Col-0,shoot,21074477,88.50%,2019/3/5
GSM3638227,PRJNA525303,EC005_Sht_CTRL_w_ETOH_0H,30868714,/,Col-0,shoot,10685618,90.80%,2019/3/5
GSM3638228,PRJNA525303,EC006_Sht_CTRL_w_ETOH_0H,30868714,/,Col-0,shoot,10664220,90.80%,2019/3/5
GSM3638229,PRJNA525303,EC007_Rt_CTRL_wo_ETOH_0H,30868714,/,Col-0,root,24662804,89.20%,2019/3/5
GSM3638230,PRJNA525303,EC008_Rt_CTRL_wo_ETOH_0H,30868714,/,Col-0,root,9106908,91.50%,2019/3/5
GSM3638231,PRJNA525303,EC009_Rt_CTRL_wo_ETOH_0H,30868714,/,Col-0,root,9568449,91.40%,2019/3/5
GSM3638232,PRJNA525303,EC010_Rt_CTRL_w_ETOH_0H,30868714,/,Col-0,root,47037136,90.80%,2019/3/5
GSM3638233,PRJNA525303,EC011_Rt_CTRL_w_ETOH_0H,30868714,/,Col-0,root,11107363,91.30%,2019/3/5
GSM3638234,PRJNA525303,EC012_Rt_CTRL_w_ETOH_0H,30868714,/,Col-0,root,9522818,91.20%,2019/3/5
GSM3638235,PRJNA525303,EC013_Sht_ETOH_1H,30868714,/,Col-0,shoot,11403304,91.20%,2019/3/5
GSM3638236,PRJNA525303,EC014_Sht_ETOH_1H,30868714,/,Col-0,shoot,27082841,87.70%,2019/3/5
GSM3638237,PRJNA525303,EC015_Sht_ETOH_1H,30868714,/,Col-0,shoot,23836580,90.80%,2019/3/5
GSM3638238,PRJNA525303,EC016_Sht_CHAL_1H,30868714,/,Col-0,shoot,28625221,85.60%,2019/3/5
GSM3638239,PRJNA525303,EC017_Sht_CHAL_1H,30868714,/,Col-0,shoot,23975712,91.00%,2019/3/5
GSM3638240,PRJNA525303,EC018_Sht_CHAL_1H,30868714,/,Col-0,shoot,8680040,90.90%,2019/3/5
GSM3638241,PRJNA525303,EC022_Rt_ETOH_1H,30868714,/,Col-0,root,18144436,91.50%,2019/3/5
GSM3638242,PRJNA525303,EC023_Rt_ETOH_1H,30868714,/,Col-0,root,19543751,91.40%,2019/3/5
GSM3638243,PRJNA525303,EC024_Rt_ETOH_1H,30868714,/,Col-0,root,17778113,91.10%,2019/3/5
GSM3638244,PRJNA525303,EC025_Rt_CHAL_1H,30868714,/,Col-0,root,25276544,91.40%,2019/3/5
GSM3638245,PRJNA525303,EC026_Rt_CHAL_1H,30868714,/,Col-0,root,22928606,85.50%,2019/3/5
GSM3638246,PRJNA525303,EC027_Rt_CHAL_1H,30868714,/,Col-0,root,25523873,86.50%,2019/3/5
GSM3638247,PRJNA525303,EC031_Sht_ETOH_3H,30868714,/,Col-0,shoot,21552177,82.90%,2019/3/5
GSM3638248,PRJNA525303,EC032_Sht_ETOH_3H,30868714,/,Col-0,shoot,30536212,85.00%,2019/3/5
GSM3638249,PRJNA525303,EC033_Sht_ETOH_3H,30868714,/,Col-0,shoot,20807739,85.20%,2019/3/5
GSM3638250,PRJNA525303,EC034_Sht_CHAL_3H,30868714,/,Col-0,shoot,13409352,85.30%,2019/3/5
GSM3638251,PRJNA525303,EC035_Sht_CHAL_3H,30868714,/,Col-0,shoot,24308905,88.30%,2019/3/5
GSM3638252,PRJNA525303,EC036_Sht_CHAL_3H,30868714,/,Col-0,shoot,21627067,85.00%,2019/3/5
GSM3638253,PRJNA525303,EC040_Rt_ETOH_3H,30868714,/,Col-0,root,20739162,85.40%,2019/3/5
GSM3638254,PRJNA525303,EC041_Rt_ETOH_3H,30868714,/,Col-0,root,20545088,85.30%,2019/3/5
GSM3638255,PRJNA525303,EC042_Rt_ETOH_3H,30868714,/,Col-0,root,24486123,88.60%,2019/3/5
GSM3638256,PRJNA525303,EC043_Rt_CHAL_3H,30868714,/,Col-0,root,24522689,86.10%,2019/3/5
GSM3638257,PRJNA525303,EC044_Rt_CHAL_3H,30868714,/,Col-0,root,23048803,85.90%,2019/3/5
GSM3638258,PRJNA525303,EC045_Rt_CHAL_3H,30868714,/,Col-0,root,22067572,86.00%,2019/3/5
GSM3638259,PRJNA525303,EC049_Sht_ETOH_6H,30868714,/,Col-0,shoot,22624299,85.80%,2019/3/5
GSM3638260,PRJNA525303,EC050_Sht_ETOH_6H,30868714,/,Col-0,shoot,21944718,85.50%,2019/3/5
GSM3638261,PRJNA525303,EC051_Sht_ETOH_6H,30868714,/,Col-0,shoot,13325000,91.10%,2019/3/5
GSM3638262,PRJNA525303,EC052_Sht_CHAL_6H,30868714,/,Col-0,shoot,24229562,92.30%,2019/3/5
GSM3638263,PRJNA525303,EC053_Sht_CHAL_6H,30868714,/,Col-0,shoot,26280730,85.00%,2019/3/5
GSM3638264,PRJNA525303,EC054_Sht_CHAL_6H,30868714,/,Col-0,shoot,15705850,92.70%,2019/3/5
GSM3638265,PRJNA525303,EC058_Rt_ETOH_6H,30868714,/,Col-0,root,3181832,91.50%,2019/3/5
GSM3638266,PRJNA525303,EC059_Rt_ETOH_6H,30868714,/,Col-0,root,6836285,85.40%,2019/3/5
GSM3638267,PRJNA525303,EC060_Rt_ETOH_6H,30868714,/,Col-0,root,15300446,91.30%,2019/3/5
GSM3638268,PRJNA525303,EC061_Rt_CHAL_6H,30868714,/,Col-0,root,16017091,85.50%,2019/3/5
GSM3638269,PRJNA525303,EC062_Rt_CHAL_6H,30868714,/,Col-0,root,13247740,91.70%,2019/3/5
GSM3638270,PRJNA525303,EC063_Rt_CHAL_6H,30868714,/,Col-0,root,3421517,91.20%,2019/3/5
GSM3638271,PRJNA525303,EC067_Sht_ETOH_12H,30868714,/,Col-0,shoot,23429929,91.20%,2019/3/5
GSM3638272,PRJNA525303,EC068_Sht_ETOH_12H,30868714,/,Col-0,shoot,16178494,9.00%,2019/3/5
GSM3638273,PRJNA525303,EC069_Sht_ETOH_12H,30868714,/,Col-0,shoot,18678690,91.20%,2019/3/5
GSM3638274,PRJNA525303,EC070_Sht_CHAL_12H,30868714,/,Col-0,shoot,20593232,89.80%,2019/3/5
GSM3638275,PRJNA525303,EC071_Sht_CHAL_12H,30868714,/,Col-0,shoot,14106714,85.20%,2019/3/5
GSM3638276,PRJNA525303,EC072_Sht_CHAL_12H,30868714,/,Col-0,shoot,25801449,91.20%,2019/3/5
GSM3638277,PRJNA525303,EC076_Rt_ETOH_12H,30868714,/,Col-0,root,3369124,94.20%,2019/3/5
GSM3638278,PRJNA525303,EC077_Rt_ETOH_12H,30868714,/,Col-0,root,25289987,91.70%,2019/3/5
GSM3638279,PRJNA525303,EC078_Rt_ETOH_12H,30868714,/,Col-0,root,21354723,83.40%,2019/3/5
GSM3638280,PRJNA525303,EC079_Rt_CHAL_12H,30868714,/,Col-0,root,2606249,94.30%,2019/3/5
GSM3638281,PRJNA525303,EC080_Rt_CHAL_12H,30868714,/,Col-0,root,27731490,91.80%,2019/3/5
GSM3638282,PRJNA525303,EC081_Rt_CHAL_12H,30868714,/,Col-0,root,1237219,89.20%,2019/3/5
GSM3638283,PRJNA525303,EC085_Sht_ETOH_24H,30868714,/,Col-0,shoot,12339668,91.10%,2019/3/5
GSM3638284,PRJNA525303,EC086_Sht_ETOH_24H,30868714,/,Col-0,shoot,2432876,93.60%,2019/3/5
GSM3638285,PRJNA525303,EC087_Sht_ETOH_24H,30868714,/,Col-0,shoot,29599637,86.20%,2019/3/5
GSM3638286,PRJNA525303,EC088_Sht_CHAL_24H,30868714,/,Col-0,shoot,2760564,93.70%,2019/3/5
GSM3638287,PRJNA525303,EC089_Sht_CHAL_24H,30868714,/,Col-0,shoot,31222526,89.50%,2019/3/5
GSM3638288,PRJNA525303,EC090_Sht_CHAL_24H,30868714,/,Col-0,shoot,23387857,91.90%,2019/3/5
GSM3638289,PRJNA525303,EC094_Rt_ETOH_24H,30868714,/,Col-0,root,19676022,91.80%,2019/3/5
GSM3638290,PRJNA525303,EC095_Rt_ETOH_24H,30868714,/,Col-0,root,16778378,91.70%,2019/3/5
GSM3638291,PRJNA525303,EC096_Rt_ETOH_24H,30868714,/,Col-0,root,25681198,89.30%,2019/3/5
GSM3638292,PRJNA525303,EC097_Rt_CHAL_24H,30868714,/,Col-0,root,1289473,94.00%,2019/3/5
GSM3638293,PRJNA525303,EC098_Rt_CHAL_24H,30868714,/,Col-0,root,2692456,94.00%,2019/3/5
GSM3638294,PRJNA525303,EC099_Rt_CHAL_24H,30868714,/,Col-0,root,3140098,94.30%,2019/3/5
GSM3639336,PRJNA525452,Col-0_0h_rep 1,31354770,wild type,Col-0,seedlings,18576537,92.90%,2019/3/6
GSM3639337,PRJNA525452,Col-0_0h_rep2,31354770,wild type,Col-0,seedlings,15705604,93.90%,2019/3/6
GSM3639338,PRJNA525452,Col-0_0h_rep3,31354770,wild type,Col-0,seedlings,24642269,92.90%,2019/3/6
GSM3639339,PRJNA525452,Col-0_3h_rep1,31354770,wild type,Col-0,seedlings,14901747,92.30%,2019/3/6
GSM3639340,PRJNA525452,Col-0_3h_rep2,31354770,wild type,Col-0,seedlings,19671421,92.90%,2019/3/6
GSM3639341,PRJNA525452,Col-0_3h_rep3,31354770,wild type,Col-0,seedlings,19375640,93.20%,2019/3/6
